cycle_no,timestamp,motor_id,rpm,temperature_C,vibration_mm_s,current_A,voltage_V,power_W,torque_Nm,failure
2610,2025-01-03 03:29:00,BLM_02,3048.0,74.71,3.753,9.43,49.13,584.5,1.79,0
2611,2025-01-03 03:30:00,BLM_03,2689.0,74.902,3.7233,13.7,46.9,630.96,1.91,0
2612,2025-01-03 03:31:00,BLM_02,2997.0,82.414,2.4436,10.55,45.19,428.3,1.61,0
2613,2025-01-03 03:32:00,BLM_03,2849.0,73.096,3.3839,13.05,45.54,539.55,1.61,0
2614,2025-01-03 03:33:00,BLM_01,3109.0,61.588,3.5542,10.89,46.49,492.28,1.9,0
2615,2025-01-03 03:34:00,BLM_03,2970.0,66.35,4.5344999999999995,11.46,49.59,534.65,1.91,1
2616,2025-01-03 03:35:00,BLM_02,3169.0,57.262,3.3548,11.64,47.8,568.12,2.37,0
2617,2025-01-03 03:36:00,BLM_01,2950.0,73.80399999999999,4.0451,14.45,43.5,657.42,1.86,0
2618,2025-01-03 03:37:00,BLM_03,2755.0,81.816,2.2454,11.83,48.8,535.49,1.93,0
2619,2025-01-03 03:38:00,BLM_03,2732.0,53.498,2.7857000000000003,11.39,51.06,555.84,2.38,0
2620,2025-01-03 03:39:00,BLM_03,2656.0,82.11,3.596,11.85,44.05,508.87,1.89,0
2621,2025-01-03 03:40:00,BLM_02,3114.0,73.72200000000001,3.5862999999999996,15.41,49.37,506.52,1.91,0
2622,2025-01-03 03:41:00,BLM_02,3460.0,62.704,2.7866,13.01,42.72,504.38,1.07,0
2623,2025-01-03 03:42:00,BLM_03,3078.0,72.04599999999999,3.9569,10.9,45.81,517.71,1.7,0
2624,2025-01-03 03:43:00,BLM_01,3301.0,62.937999999999995,3.1672000000000002,14.7,44.79,528.64,1.85,0
2625,2025-01-03 03:44:00,BLM_01,3204.0,73.33,3.1575,12.33,49.71,613.97,1.61,0
2626,2025-01-03 03:45:00,BLM_02,2907.0,70.692,3.2378,10.45,52.16,534.42,1.85,0
2627,2025-01-03 03:46:00,BLM_01,3228.0,72.56400000000001,4.2280999999999995,12.71,50.66,574.98,1.98,0
2628,2025-01-03 03:47:00,BLM_02,2914.0,63.826,4.0484,11.73,50.57,563.23,2.03,0
2629,2025-01-03 03:48:00,BLM_03,2917.0,64.848,4.6087,5.91,45.67,592.85,1.77,1
2630,2025-01-03 03:49:00,BLM_02,2962.0,73.77000000000001,3.6790000000000003,12.6,49.46,464.41,1.41,0
2631,2025-01-03 03:50:00,BLM_02,2971.0,66.74199999999999,4.6393,10.06,48.6,565.44,1.82,1
2632,2025-01-03 03:51:00,BLM_03,3119.0,71.304,3.4596,9.71,45.06,560.33,1.69,0
2633,2025-01-03 03:52:00,BLM_01,2879.0,73.436,3.1999,8.5,50.69,545.51,1.61,0
2634,2025-01-03 03:53:00,BLM_02,3160.0,68.708,2.9802,12.23,49.08,598.43,1.73,0
2635,2025-01-03 03:54:00,BLM_02,3157.0,78.36,3.1704999999999997,11.73,47.45,544.56,1.71,0
2636,2025-01-03 03:55:00,BLM_03,3062.0,68.97200000000001,3.2008,13.71,50.05,589.55,1.75,0
2637,2025-01-03 03:56:00,BLM_01,3349.0,68.764,2.8110999999999997,10.56,48.37,557.65,1.69,0
2638,2025-01-03 03:57:00,BLM_02,3232.0,65.856,2.8813999999999997,11.13,51.0,561.13,2.16,0
2639,2025-01-03 03:58:00,BLM_03,3193.0,77.558,3.7217000000000002,15.56,52.72,564.23,1.87,0
2640,2025-01-03 03:59:00,BLM_02,3012.0,65.33,2.952,8.45,47.3,541.03,1.87,0
2641,2025-01-03 04:00:00,BLM_03,3063.0,79.062,2.1023,14.19,47.27,620.38,1.9,0
2642,2025-01-03 04:01:00,BLM_01,3094.0,71.424,2.0625999999999998,10.6,46.77,598.4,1.46,0
2643,2025-01-03 04:02:00,BLM_01,3002.0,89.056,1.8229,17.61,48.04,547.32,2.05,1
2644,2025-01-03 04:03:00,BLM_01,2932.0,65.668,2.3032000000000004,13.3,51.38,557.69,2.61,0
2645,2025-01-03 04:04:00,BLM_01,2567.0,79.22000000000001,2.4535,10.87,45.35,571.64,1.56,0
2646,2025-01-03 04:05:00,BLM_02,3129.0,73.862,2.6138000000000003,9.49,44.57,586.45,1.63,0
2647,2025-01-03 04:06:00,BLM_02,3187.0,66.694,3.4941000000000004,12.74,48.59,622.57,1.66,0
2648,2025-01-03 04:07:00,BLM_01,2791.0,73.96600000000001,2.4044,8.56,47.91,590.8,1.87,0
2649,2025-01-03 04:08:00,BLM_01,3109.0,73.618,2.6547,13.24,48.48,542.15,1.77,0
2650,2025-01-03 04:09:00,BLM_01,2894.0,67.98,2.015,9.49,43.11,513.21,1.67,0
2651,2025-01-03 04:10:00,BLM_02,2934.0,73.30199999999999,2.8353,10.25,51.85,594.65,1.95,0
2652,2025-01-03 04:11:00,BLM_01,3236.0,78.444,3.8055999999999996,6.96,48.51,563.01,1.9,0
2653,2025-01-03 04:12:00,BLM_01,2822.0,73.886,3.2759,12.23,54.12,505.78,2.11,0
2654,2025-01-03 04:13:00,BLM_01,2821.0,67.378,3.3562000000000003,12.5,49.03,588.4,1.84,0
2655,2025-01-03 04:14:00,BLM_03,3325.0,66.98,3.2965,12.05,47.0,618.24,1.79,0
2656,2025-01-03 04:15:00,BLM_01,2974.0,69.702,2.3968,8.9,48.64,550.32,1.69,0
2657,2025-01-03 04:16:00,BLM_03,3224.0,78.10400000000001,3.0071,14.58,51.7,620.5,1.86,0
2658,2025-01-03 04:17:00,BLM_03,2712.0,65.036,3.4474,11.71,46.2,584.48,1.54,0
2659,2025-01-03 04:18:00,BLM_01,2727.0,73.05799999999999,3.9777000000000005,11.06,49.46,497.86,2.07,0
2660,2025-01-03 04:19:00,BLM_03,2836.0,59.38,3.548,13.45,49.09,569.02,1.96,0
2661,2025-01-03 04:20:00,BLM_01,2913.0,74.482,3.9183000000000003,11.21,49.49,470.3,1.86,0
2662,2025-01-03 04:21:00,BLM_02,2747.0,75.584,2.5385999999999997,12.79,45.73,565.93,1.7,0
2663,2025-01-03 04:22:00,BLM_02,3066.0,84.51599999999999,2.2489,10.6,49.59,503.89,2.21,0
2664,2025-01-03 04:23:00,BLM_02,3078.0,76.808,2.0692000000000004,13.47,49.41,558.65,1.66,0
2665,2025-01-03 04:24:00,BLM_02,2838.0,67.52,3.8695,13.42,51.92,580.49,1.59,0
2666,2025-01-03 04:25:00,BLM_03,2853.0,59.592,2.2898,11.18,52.43,523.53,1.72,0
2667,2025-01-03 04:26:00,BLM_01,2876.0,73.934,4.040100000000001,12.27,48.93,626.07,2.01,0
2668,2025-01-03 04:27:00,BLM_01,2790.0,68.046,2.9904,11.96,48.57,508.53,2.16,0
2669,2025-01-03 04:28:00,BLM_01,2479.0,72.678,4.4707,11.77,45.6,453.76,2.07,0
2670,2025-01-03 04:29:00,BLM_02,2985.0,65.3,2.991,9.86,47.51,548.7,1.47,0
2671,2025-01-03 04:30:00,BLM_02,2923.0,69.132,3.0213,10.11,46.86,611.43,1.79,0
2672,2025-01-03 04:31:00,BLM_01,2941.0,58.444,3.3516,11.31,50.44,549.06,1.68,0
2673,2025-01-03 04:32:00,BLM_02,2818.0,63.025999999999996,3.0119,12.12,48.77,523.31,1.9,0
2674,2025-01-03 04:33:00,BLM_01,3146.0,62.038,3.5922,10.41,45.55,475.81,1.73,0
2675,2025-01-03 04:34:00,BLM_01,3437.0,76.46,2.5725,12.03,45.9,524.28,1.99,0
2676,2025-01-03 04:35:00,BLM_01,2850.0,64.562,3.4328,7.88,54.38,498.6,1.69,0
2677,2025-01-03 04:36:00,BLM_01,3252.0,80.004,2.7731,12.01,46.93,560.96,1.59,0
2678,2025-01-03 04:37:00,BLM_01,3066.0,64.636,3.1633999999999998,12.14,49.69,564.78,2.13,0
2679,2025-01-03 04:38:00,BLM_01,3006.0,85.028,2.3437,13.47,48.06,507.3,1.79,1
2680,2025-01-03 04:39:00,BLM_01,2938.0,56.72,3.9139999999999997,14.56,47.38,535.32,2.02,0
2681,2025-01-03 04:40:00,BLM_02,2985.0,73.332,3.0543,13.23,50.93,615.08,1.51,0
2682,2025-01-03 04:41:00,BLM_01,3207.0,70.634,3.9446000000000003,15.24,46.86,530.83,1.56,0
2683,2025-01-03 04:42:00,BLM_01,2795.0,61.886,2.7849,11.95,47.25,529.69,1.48,0
2684,2025-01-03 04:43:00,BLM_02,2950.0,66.508,3.2952000000000004,12.08,51.44,558.39,1.61,0
2685,2025-01-03 04:44:00,BLM_02,3225.0,68.54,3.9555,13.45,47.04,486.55,1.63,0
2686,2025-01-03 04:45:00,BLM_02,3177.0,72.122,2.4858000000000002,11.81,44.48,592.74,1.61,0
2687,2025-01-03 04:46:00,BLM_01,2798.0,63.824000000000005,2.6860999999999997,11.4,45.18,531.41,1.79,0
2688,2025-01-03 04:47:00,BLM_03,2967.0,73.35600000000001,3.8764,14.47,49.29,497.89,1.55,0
2689,2025-01-03 04:48:00,BLM_03,3131.0,71.218,4.2467,13.3,46.25,574.18,1.61,0
2690,2025-01-03 04:49:00,BLM_02,3119.0,75.83,3.3169999999999997,13.19,50.82,528.05,1.85,0
2691,2025-01-03 04:50:00,BLM_03,3176.0,64.342,2.6273,10.44,48.05,510.59,2.29,0
2692,2025-01-03 04:51:00,BLM_02,3069.0,67.51400000000001,3.0875999999999997,13.7,49.91,553.27,1.92,0
2693,2025-01-03 04:52:00,BLM_01,3099.0,80.476,4.6879,12.15,48.88,597.33,1.9,1
2694,2025-01-03 04:53:00,BLM_03,3062.0,64.048,2.3782,10.22,50.65,531.52,1.73,0
2695,2025-01-03 04:54:00,BLM_01,3284.0,60.64,3.6785,13.25,52.71,506.57,1.3,0
2696,2025-01-03 04:55:00,BLM_03,2924.0,65.972,3.3987999999999996,9.84,49.41,448.94,1.75,0
2697,2025-01-03 04:56:00,BLM_01,3009.0,57.964,2.4991,7.67,49.29,484.75,1.54,0
2698,2025-01-03 04:57:00,BLM_03,2817.0,82.106,3.0893999999999995,8.75,50.78,528.29,2.06,0
2699,2025-01-03 04:58:00,BLM_01,2782.0,68.418,2.0496999999999996,11.55,46.59,491.17,2.19,0
2700,2025-01-03 04:59:00,BLM_01,3058.0,68.49000000000001,3.5100000000000002,14.77,49.35,518.55,1.57,0
2701,2025-01-03 05:00:00,BLM_03,2870.0,75.602,3.6102999999999996,12.56,45.7,636.76,1.79,0
2702,2025-01-03 05:01:00,BLM_01,2990.0,65.324,2.3506,11.82,46.1,605.4,1.46,0
2703,2025-01-03 05:02:00,BLM_01,3291.0,68.896,3.7009,14.37,46.81,513.19,2.01,0
2704,2025-01-03 05:03:00,BLM_01,3281.0,65.148,2.8411999999999997,12.92,51.17,556.21,2.11,0
2705,2025-01-03 05:04:00,BLM_03,3400.0,58.120000000000005,2.7815000000000003,13.84,47.65,501.38,1.94,0
2706,2025-01-03 05:05:00,BLM_03,3295.0,70.772,2.6318,13.75,46.05,620.3,1.88,0
2707,2025-01-03 05:06:00,BLM_01,3433.0,77.59400000000001,3.7721,11.44,49.9,553.2,1.79,0
2708,2025-01-03 05:07:00,BLM_01,3079.0,70.976,2.1424000000000003,11.58,43.88,597.26,1.92,0
2709,2025-01-03 05:08:00,BLM_03,2837.0,76.858,2.2027,10.5,43.32,514.6,1.73,0
2710,2025-01-03 05:09:00,BLM_03,2820.0,62.75,2.903,13.5,47.37,622.06,1.71,0
2711,2025-01-03 05:10:00,BLM_01,3251.0,65.142,2.9233,9.79,47.33,530.2,2.11,0
2712,2025-01-03 05:11:00,BLM_01,3009.0,61.364,3.7536,10.41,50.61,470.54,2.0,0
2713,2025-01-03 05:12:00,BLM_01,3023.0,72.996,3.2539,11.87,51.0,542.19,1.66,0
2714,2025-01-03 05:13:00,BLM_02,2901.0,68.208,3.2542,12.2,47.75,519.09,2.25,0
2715,2025-01-03 05:14:00,BLM_03,2923.0,67.94,2.1845,13.06,47.48,595.23,1.63,0
2716,2025-01-03 05:15:00,BLM_02,3069.0,75.11200000000001,3.1548,11.93,46.06,522.08,2.28,0
2717,2025-01-03 05:16:00,BLM_03,2810.0,67.124,1.6251,11.35,47.73,574.2,1.48,0
2718,2025-01-03 05:17:00,BLM_03,3046.0,77.99600000000001,3.4854,13.3,41.61,519.3,1.76,0
2719,2025-01-03 05:18:00,BLM_03,3272.0,72.08800000000001,3.7857000000000003,13.65,46.87,511.94,1.91,0
2720,2025-01-03 05:19:00,BLM_03,2616.0,67.88,2.766,8.94,47.8,550.04,1.89,0
2721,2025-01-03 05:20:00,BLM_03,2723.0,59.582,3.5763,13.93,46.04,573.93,1.85,0
2722,2025-01-03 05:21:00,BLM_03,3122.0,75.084,3.0065999999999997,11.41,46.39,479.78,2.12,0
2723,2025-01-03 05:22:00,BLM_03,3246.0,72.426,4.1769,14.88,47.25,591.53,1.91,0
2724,2025-01-03 05:23:00,BLM_02,2912.0,72.76799999999999,3.4772,10.83,47.98,592.17,1.93,0
2725,2025-01-03 05:24:00,BLM_01,2640.0,72.99000000000001,2.5875000000000004,10.21,50.16,536.29,1.65,0
2726,2025-01-03 05:25:00,BLM_01,3258.0,66.752,4.1378,13.17,49.07,541.44,2.0,0
2727,2025-01-03 05:26:00,BLM_02,2854.0,69.39399999999999,3.8981000000000003,15.84,50.2,430.81,1.69,0
2728,2025-01-03 05:27:00,BLM_02,2935.0,67.246,3.0284,9.08,49.43,631.12,2.08,0
2729,2025-01-03 05:28:00,BLM_02,3057.0,79.208,3.6687000000000003,13.51,48.29,535.52,2.16,0
2730,2025-01-03 05:29:00,BLM_02,2880.0,68.53,3.659,13.01,53.58,598.78,1.82,0
2731,2025-01-03 05:30:00,BLM_03,2842.0,66.132,3.0193000000000003,11.94,46.21,522.77,1.93,0
2732,2025-01-03 05:31:00,BLM_01,2846.0,79.694,3.3695999999999997,15.73,45.72,550.13,1.87,0
2733,2025-01-03 05:32:00,BLM_03,3334.0,78.93599999999999,3.4899,8.56,47.62,573.54,1.78,0
2734,2025-01-03 05:33:00,BLM_01,3209.0,72.11800000000001,2.8501999999999996,14.0,47.85,529.35,1.74,0
2735,2025-01-03 05:34:00,BLM_01,3103.0,69.56,4.2605,13.75,48.34,479.57,1.52,0
2736,2025-01-03 05:35:00,BLM_02,2606.0,67.812,1.9408,14.16,45.61,544.34,1.63,0
2737,2025-01-03 05:36:00,BLM_03,3104.0,70.164,3.7911,13.93,52.89,486.35,1.82,0
2738,2025-01-03 05:37:00,BLM_02,3094.0,64.35600000000001,2.4714,12.42,47.14,511.17,2.16,0
2739,2025-01-03 05:38:00,BLM_03,2770.0,73.85799999999999,3.1517,11.45,45.59,521.65,1.89,0
2740,2025-01-03 05:39:00,BLM_01,3047.0,82.05,2.202,10.9,48.66,553.55,2.08,0
2741,2025-01-03 05:40:00,BLM_02,3189.0,74.422,2.4023000000000003,13.06,50.74,521.07,1.36,0
2742,2025-01-03 05:41:00,BLM_02,3102.0,62.764,3.2626,11.99,52.03,495.13,2.14,0
2743,2025-01-03 05:42:00,BLM_01,2878.0,73.676,3.3728999999999996,11.62,42.0,558.45,1.96,0
2744,2025-01-03 05:43:00,BLM_01,3002.0,71.848,4.0632,11.0,49.92,579.35,2.06,0
2745,2025-01-03 05:44:00,BLM_01,3131.0,73.61,3.0435000000000003,11.27,52.39,487.61,1.31,0
2746,2025-01-03 05:45:00,BLM_02,3011.0,64.752,3.7538,13.4,46.51,550.86,1.7,0
2747,2025-01-03 05:46:00,BLM_03,3226.0,70.514,3.3141000000000003,12.03,47.42,583.86,1.54,0
2748,2025-01-03 05:47:00,BLM_02,3071.0,76.676,3.7244,14.18,45.63,554.57,1.98,0
2749,2025-01-03 05:48:00,BLM_03,3136.0,63.007999999999996,2.5647,9.56,46.6,495.53,1.93,0
2750,2025-01-03 05:49:00,BLM_02,3148.0,67.36,3.3850000000000002,13.12,45.34,560.77,2.03,0
2751,2025-01-03 05:50:00,BLM_02,2808.0,68.492,3.5852999999999997,10.19,50.34,549.98,1.71,0
2752,2025-01-03 05:51:00,BLM_01,3009.0,77.494,2.9756,14.18,47.73,556.84,2.01,0
2753,2025-01-03 05:52:00,BLM_03,2940.0,78.536,3.5959,14.22,40.49,551.7,1.8,0
2754,2025-01-03 05:53:00,BLM_02,3188.0,57.098,3.6562,9.46,46.49,459.16,2.09,0
2755,2025-01-03 05:54:00,BLM_02,3083.0,77.49000000000001,2.9665,10.62,46.27,542.19,1.97,0
2756,2025-01-03 05:55:00,BLM_01,2966.0,78.762,3.8668,10.7,50.14,592.76,1.62,0
2757,2025-01-03 05:56:00,BLM_01,2769.0,78.314,1.7170999999999998,14.27,47.83,614.67,1.87,0
2758,2025-01-03 05:57:00,BLM_03,2713.0,66.806,1.9873999999999998,10.93,47.76,594.75,1.45,0
2759,2025-01-03 05:58:00,BLM_02,3056.0,68.908,2.6077,13.24,49.61,551.16,2.1,0
2760,2025-01-03 05:59:00,BLM_03,2871.0,59.550000000000004,3.5280000000000005,10.81,50.64,581.13,1.97,0
2761,2025-01-03 06:00:00,BLM_02,3120.0,55.862,2.7983000000000002,13.94,48.67,574.43,1.98,0
2762,2025-01-03 06:01:00,BLM_03,2704.0,67.994,2.3886000000000003,14.11,46.36,539.56,2.03,0
2763,2025-01-03 06:02:00,BLM_01,3287.0,71.066,3.2689,15.01,44.24,601.72,1.86,0
2764,2025-01-03 06:03:00,BLM_02,3119.0,71.768,3.3991999999999996,11.69,51.62,520.9,1.44,0
2765,2025-01-03 06:04:00,BLM_03,3018.0,76.28,2.8795,12.01,56.47,545.15,2.04,0
2766,2025-01-03 06:05:00,BLM_01,3303.0,91.962,2.4998,11.75,48.31,590.6,1.62,1
2767,2025-01-03 06:06:00,BLM_01,3171.0,67.764,3.3301,12.05,48.79,508.74,1.6,0
2768,2025-01-03 06:07:00,BLM_03,2914.0,63.146,3.8904,11.23,51.76,489.89,1.99,0
2769,2025-01-03 06:08:00,BLM_02,3014.0,74.35799999999999,2.4806999999999997,13.9,43.72,506.34,1.67,0
2770,2025-01-03 06:09:00,BLM_02,2646.0,72.10000000000001,4.441,10.63,50.39,569.99,1.84,0
2771,2025-01-03 06:10:00,BLM_01,3192.0,66.52199999999999,2.9313000000000002,11.74,48.94,650.51,1.98,0
2772,2025-01-03 06:11:00,BLM_02,2947.0,76.92399999999999,2.8815999999999997,12.35,46.08,603.9,1.97,0
2773,2025-01-03 06:12:00,BLM_02,2644.0,64.866,3.4219,12.88,46.7,585.22,2.08,0
2774,2025-01-03 06:13:00,BLM_02,2787.0,69.648,3.4021999999999997,9.86,44.71,620.47,1.66,0
2775,2025-01-03 06:14:00,BLM_01,3157.0,70.05,1.7725,11.56,50.81,563.02,1.72,0
2776,2025-01-03 06:15:00,BLM_03,3290.0,63.922,3.2527999999999997,12.04,45.4,522.2,1.89,0
2777,2025-01-03 06:16:00,BLM_02,3004.0,58.584,3.7331,13.44,49.03,547.24,1.48,0
2778,2025-01-03 06:17:00,BLM_01,2823.0,72.086,4.0534,11.62,43.93,537.96,1.6,0
2779,2025-01-03 06:18:00,BLM_01,2744.0,80.138,3.2537,11.82,51.49,506.66,1.58,0
2780,2025-01-03 06:19:00,BLM_03,3255.0,77.29,3.084,12.25,47.49,540.62,1.28,0
2781,2025-01-03 06:20:00,BLM_02,3081.0,77.752,3.8442999999999996,13.89,50.68,479.8,1.67,0
2782,2025-01-03 06:21:00,BLM_02,2941.0,64.97399999999999,4.5846,8.31,47.47,535.48,1.8,1
2783,2025-01-03 06:22:00,BLM_03,2898.0,72.066,3.4048999999999996,12.19,46.48,545.6,1.84,0
2784,2025-01-03 06:23:00,BLM_03,3121.0,60.598,3.2052,14.1,44.65,542.22,1.68,0
2785,2025-01-03 06:24:00,BLM_01,3116.0,71.75,4.2155000000000005,10.51,50.63,625.73,1.59,0
2786,2025-01-03 06:25:00,BLM_01,2839.0,80.292,2.5458,10.64,47.09,559.01,1.77,0
2787,2025-01-03 06:26:00,BLM_03,2794.0,80.514,3.3761,14.2,48.74,629.41,1.67,0
2788,2025-01-03 06:27:00,BLM_02,2803.0,84.78599999999999,5.026400000000001,11.37,46.23,488.24,1.21,1
2789,2025-01-03 06:28:00,BLM_01,2916.0,77.498,3.6567,11.42,47.96,589.44,1.58,0
2790,2025-01-03 06:29:00,BLM_01,2876.0,73.91,3.8770000000000002,12.5,48.51,559.63,1.88,0
2791,2025-01-03 06:30:00,BLM_02,3291.0,76.702,3.1073,6.63,43.61,545.61,1.8,0
2792,2025-01-03 06:31:00,BLM_01,2909.0,75.34400000000001,3.7476000000000003,8.73,46.29,490.35,1.85,0
2793,2025-01-03 06:32:00,BLM_02,2775.0,64.936,4.1879,13.04,51.94,565.31,1.95,0
2794,2025-01-03 06:33:00,BLM_02,2785.0,59.978,2.2782,11.56,45.96,652.34,1.87,0
2795,2025-01-03 06:34:00,BLM_02,2967.0,76.77000000000001,3.2685000000000004,11.71,50.26,569.83,1.82,0
2796,2025-01-03 06:35:00,BLM_03,2672.0,85.242,3.5788,10.82,48.82,547.92,1.7,1
2797,2025-01-03 06:36:00,BLM_03,2989.0,77.064,3.2991,11.51,49.28,556.69,1.63,0
2798,2025-01-03 06:37:00,BLM_03,2759.0,57.376000000000005,2.9994,14.15,49.58,576.53,1.82,0
2799,2025-01-03 06:38:00,BLM_02,3209.0,66.958,4.3197,12.24,48.05,620.32,1.54,0
2800,2025-01-03 06:39:00,BLM_02,3021.0,69.22,3.4800000000000004,13.91,46.58,533.36,1.98,0
2801,2025-01-03 06:40:00,BLM_03,3382.0,57.611999999999995,2.8503,11.72,46.14,558.32,1.56,0
2802,2025-01-03 06:41:00,BLM_01,2959.0,60.964,4.0306,12.03,47.17,550.22,2.15,0
2803,2025-01-03 06:42:00,BLM_02,2436.0,70.34599999999999,4.3109,12.59,51.13,529.5,1.79,0
2804,2025-01-03 06:43:00,BLM_01,3262.0,72.438,4.1411999999999995,12.95,44.61,558.83,2.09,0
2805,2025-01-03 06:44:00,BLM_01,3090.0,63.71,3.0515,10.47,47.22,618.88,1.53,0
2806,2025-01-03 06:45:00,BLM_02,3118.0,60.652,3.0818000000000003,11.95,44.21,520.66,2.21,0
2807,2025-01-03 06:46:00,BLM_02,2820.0,78.964,2.6121,10.78,46.54,566.58,1.53,0
2808,2025-01-03 06:47:00,BLM_01,2992.0,67.936,3.5224,14.72,47.69,568.11,1.79,0
2809,2025-01-03 06:48:00,BLM_01,3034.0,68.938,4.1127,8.9,51.49,549.56,1.47,0
2810,2025-01-03 06:49:00,BLM_03,2957.0,66.79,3.733,13.05,51.76,569.37,1.81,0
2811,2025-01-03 06:50:00,BLM_03,2688.0,65.22200000000001,4.5733,10.61,43.51,567.4,1.76,1
2812,2025-01-03 06:51:00,BLM_02,3498.0,79.744,1.9836,9.96,44.22,508.85,1.23,0
2813,2025-01-03 06:52:00,BLM_03,3150.0,64.46600000000001,3.4439,11.46,47.59,547.29,1.84,0
2814,2025-01-03 06:53:00,BLM_03,3076.0,71.888,3.9242,14.32,49.9,549.31,1.93,0
2815,2025-01-03 06:54:00,BLM_03,3236.0,70.69,2.9145,10.84,43.99,502.79,1.59,0
2816,2025-01-03 06:55:00,BLM_03,3116.0,56.992,2.5548,8.75,47.07,552.65,1.73,0
2817,2025-01-03 06:56:00,BLM_01,2878.0,72.324,2.4951,10.3,50.59,548.76,1.74,0
2818,2025-01-03 06:57:00,BLM_02,3225.0,59.826,3.4154,12.22,50.89,641.05,2.21,0
2819,2025-01-03 06:58:00,BLM_03,3153.0,75.08800000000001,2.4856999999999996,9.09,47.24,512.89,1.85,0
2820,2025-01-03 06:59:00,BLM_01,2885.0,62.34,4.3759999999999994,13.3,43.0,595.02,1.66,0
2821,2025-01-03 07:00:00,BLM_01,3142.0,74.292,3.7062999999999997,9.15,50.62,571.3,1.53,0
2822,2025-01-03 07:01:00,BLM_01,2957.0,67.634,3.2066,11.13,45.7,596.48,1.37,0
2823,2025-01-03 07:02:00,BLM_03,3038.0,65.926,3.2869,13.47,49.34,513.94,1.77,0
2824,2025-01-03 07:03:00,BLM_03,3108.0,72.118,4.1072,11.1,45.75,465.28,1.83,0
2825,2025-01-03 07:04:00,BLM_02,3246.0,60.35,4.2875,9.58,48.25,545.17,1.5,0
2826,2025-01-03 07:05:00,BLM_03,2884.0,70.172,2.6978,11.84,48.78,584.68,1.45,0
2827,2025-01-03 07:06:00,BLM_03,3066.0,76.134,2.8381,11.11,51.21,535.53,1.92,0
2828,2025-01-03 07:07:00,BLM_01,3363.0,77.956,3.0984,14.18,44.48,543.37,2.04,0
2829,2025-01-03 07:08:00,BLM_02,2968.0,67.41799999999999,2.9087,13.48,45.8,638.89,1.73,0
2830,2025-01-03 07:09:00,BLM_03,3035.0,68.44,2.089,12.91,52.03,517.26,1.93,0
2831,2025-01-03 07:10:00,BLM_03,3363.0,60.222,2.7793,12.04,48.58,591.64,1.77,0
2832,2025-01-03 07:11:00,BLM_01,3115.0,65.414,2.8596,11.61,45.85,505.86,2.45,0
2833,2025-01-03 07:12:00,BLM_01,2735.0,59.745999999999995,2.5099,11.6,49.81,601.76,1.78,0
2834,2025-01-03 07:13:00,BLM_03,2857.0,73.74799999999999,3.6602,8.92,45.5,546.86,2.14,0
2835,2025-01-03 07:14:00,BLM_02,3124.0,76.57000000000001,3.2605,12.01,48.49,571.98,1.94,0
2836,2025-01-03 07:15:00,BLM_02,3076.0,67.492,3.7808,10.57,46.29,521.09,1.66,0
2837,2025-01-03 07:16:00,BLM_01,3029.0,63.264,2.6611000000000002,11.85,51.11,554.24,1.95,0
2838,2025-01-03 07:17:00,BLM_01,3389.0,72.836,3.7914,12.09,45.86,557.59,1.79,0
2839,2025-01-03 07:18:00,BLM_03,2889.0,64.598,3.4516999999999998,11.13,41.37,486.39,1.55,0
2840,2025-01-03 07:19:00,BLM_01,2987.0,75.38,2.972,13.68,46.88,527.8,1.82,0
2841,2025-01-03 07:20:00,BLM_03,2647.0,84.232,4.472300000000001,10.07,46.33,562.02,1.69,0
2842,2025-01-03 07:21:00,BLM_02,3209.0,64.494,3.4326,11.11,47.39,516.08,1.79,0
2843,2025-01-03 07:22:00,BLM_02,2856.0,65.49600000000001,2.9829,11.41,49.39,557.89,1.78,0
2844,2025-01-03 07:23:00,BLM_03,3190.0,60.468,3.5532000000000004,14.08,45.05,541.67,1.74,0
2845,2025-01-03 07:24:00,BLM_01,3171.0,71.71,2.6935000000000002,12.06,46.06,576.75,1.56,0
2846,2025-01-03 07:25:00,BLM_02,3423.0,71.24199999999999,3.2338,11.97,47.99,542.42,2.11,0
2847,2025-01-03 07:26:00,BLM_01,3117.0,68.804,4.7741,13.57,46.35,657.14,1.78,1
2848,2025-01-03 07:27:00,BLM_02,2936.0,70.806,2.1144,11.06,48.16,461.38,1.86,0
2849,2025-01-03 07:28:00,BLM_03,3082.0,63.388,2.9847,13.58,49.34,514.31,1.75,0
2850,2025-01-03 07:29:00,BLM_03,2863.0,59.06,3.255,12.72,48.03,580.51,1.7,0
2851,2025-01-03 07:30:00,BLM_03,3057.0,65.392,3.0953000000000004,14.23,50.75,558.35,1.85,0
2852,2025-01-03 07:31:00,BLM_02,2964.0,57.294000000000004,3.0056,11.32,45.63,569.63,2.15,0
2853,2025-01-03 07:32:00,BLM_01,2987.0,64.516,4.5459,11.47,46.55,405.69,1.41,1
2854,2025-01-03 07:33:00,BLM_01,2838.0,72.878,2.9661999999999997,12.26,51.73,541.81,1.53,0
2855,2025-01-03 07:34:00,BLM_01,3054.0,71.13,3.6365,11.89,46.16,550.28,1.72,0
2856,2025-01-03 07:35:00,BLM_02,3148.0,58.292,2.9268,13.38,54.13,577.38,1.6,0
2857,2025-01-03 07:36:00,BLM_02,2703.0,78.064,3.6370999999999998,11.61,50.42,566.0,2.3,0
